gene_symbol	entrez_human	entrez_rat	entrez_mouse	Unirprot_Human	Uniprot_Rat	Uniprot_mouse	gene_name	synonym	DbTF	pubmed_id	evidence.type	AnimalTFDB	Vaquerizas.et.al	ORFeome	Ravasi.et.al	TFCat	JASPAR	GOC	DBD	TcoF.DB	pubmed_id.1	taxon	pubmed_id.2	taxon.1	pubmed_id.3	taxon.2	pubmed_id.4	taxon.3	pubmed_id.5	taxon.4	pubmed_id.6	taxon.5
ZNF697	90874	295310	242109	Q5TEC3	D4AA20	G5E8C0,Q569E7	zinc finger protein 697	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF699	374879	0	0	Q32M78			zinc finger protein 699	HANG	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF70	7621	0	0	Q9UC06			zinc finger protein 70	COS17	0	0		AnimalTFDB	Vaquerizas et al	0	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF700	90592	0	0	Q9H0M5			zinc finger protein 700	-	0	0		AnimalTFDB	Vaquerizas et al	0	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF701	55762	0	0	Q6NWZ7,Q9NV72,F5GZM6			zinc finger protein 701	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF705A	440077	0	0	Q6ZN79			zinc finger protein 705A	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF705B	100132396	0	0	P0CI00			zinc finger protein 705B	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF705C	389631	0	0				zinc finger protein 705C, pseudogene	ZNF705CP	0	0		AnimalTFDB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF705E	100131539	0	0				zinc finger protein 705E	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF705G	100131980	0	0	A8MUZ8			zinc finger protein 705G	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF707	286075	0	69020	Q96C28		Q8R0U9	zinc finger protein 707	-	0	0		AnimalTFDB	Vaquerizas et al	0	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF708	7562	0	432769	P17019		F8VPP0,F2Z422,D3YV88	zinc finger protein 708	KOX8|ZNF15|ZNF15L1	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF709	163051	266773	236193	Q8N972	Q99PJ6	Q8VC29,Q8C0I0	zinc finger protein 709	-	0	0		AnimalTFDB	Vaquerizas et al	0	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF71	58491	0	0	Q9NQZ8			zinc finger protein 71	EZFIT	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF710	374655	293044	209225	Q8N1W2	D4A0K8	Q3U288	zinc finger protein 710	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF713	349075	0	0	Q8N859			zinc finger protein 713	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF714	148206	0	0	Q96N38			zinc finger protein 714	-	0	0		AnimalTFDB	Vaquerizas et al	0	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF716	441234	0	0	A6NP11			zinc finger protein 716	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF717	100131827	0	0	C9JSV9			zinc finger protein 717	X17|ZNF838	0	0		AnimalTFDB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF721	170960	0	0	Q8TF20			zinc finger protein 721	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF724P	440519	0	0				zinc finger protein 724, pseudogene	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF726	730087	0	0				zinc finger protein 726	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF72P	100287084	0	238722			Q0VFY0	ZINC FINGER PROTEIN 72	COS8	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF730	100129543	0	0	Q6ZMV8			zinc finger protein 730	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF732	654254	0	0	B4DXR9			zinc finger protein 732	-	0	0		AnimalTFDB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF735	730291	0	76390	P0CB33		B2RQK9,B1ARH2	zinc finger protein 735	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF736	728927	0	0	B4DX44			zinc finger protein 736	-	0	0		AnimalTFDB	0	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF737	100129842	0	0	O75373			zinc finger protein 737	ZNF102	0	0		AnimalTFDB	0	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF738	148203	0	0				zinc finger protein 738	-	0	0		AnimalTFDB	Vaquerizas et al	0	Ravasi et al	TFCat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF74	7625	365224	72723	Q05BG0,B5MCE3,Q16587,A8K5P3		Q80W31	zinc finger protein 74	COS52|ZFP520|ZNF520|HZNF7	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF740	283337	0	68744	Q8NDX6		Q6NZQ6	zinc finger protein 740	ZFP740	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF747	65988	0	269997	Q9BV97		Q8BHM7	zinc finger protein 747	-	0	0		AnimalTFDB	Vaquerizas et al	0	Ravasi et al	TFCat	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF749	388567	0	0	O43361			zinc finger protein 749	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF75A	7627	0	0	Q68CU0,Q96N20			zinc finger protein 75a	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF75D	7626	0	0	P51815			zinc finger protein 75D	D8C6|ZNF75|ZNF82	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF763	284390	314586	0	Q0D2J5			zinc finger protein 763	ZNF|ZNF440L	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF764	92595	691885	0	Q96H86			zinc finger protein 764	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF765	91661	0	0	Q7L2R6			zinc finger protein 765	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF766	90321	0	0	Q5HY98			zinc finger protein 766	-	0	0		AnimalTFDB	Vaquerizas et al	0	Ravasi et al	TFCat	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF768	79724	0	233890	Q9H5H4		Q8R0T2	zinc finger protein 768	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF77	58492	0	0	Q15935			zinc finger protein 77	PT1	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF770	54989	691610	228491	Q6IQ21		Q8BIQ8	zinc finger protein 770	PRO1914	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF771	51333	308992	244216	B2R9V3,Q7L3S4		Q8BJ90	zinc finger protein 771	DSC43	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF772	400720	0	0	Q68DY9			zinc finger protein 772	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF773	374928	502292	0	Q6PK81			zinc finger protein 773	ZNF419B	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF774	342132	0	0	Q6NX45			zinc finger protein 774	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF775	285971	312309	243372	Q96BV0	D4A3N5	Q8BI73	zinc finger protein 775	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF776	284309	0	0	Q68DI1,B4DSC6,B2RN90			zinc finger protein 776	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF777	27153	502764	72306	Q9ULD5		B9EKF4	zinc finger protein 777	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF778	197320	0	0	Q96MU6			zinc finger protein 778	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF780A	284323	0	0	Q05CQ7,O75290,E9PB48			zinc finger protein 780A	ZNF780	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF780B	163131	0	0	Q9Y6R6			zinc finger protein 780B	ZNF779	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF781	163115	0	0	Q8N8C0			zinc finger protein 781	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF782	158431	0	0	Q6ZMW2			zinc finger protein 782	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF783	100289678	0	0	C9J9J2			zinc finger family member 783	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF784	147808	0	654801	Q8NCA9		B2RVK6,Q8BI69	zinc finger protein 784	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF785	146540	0	0	A8K8V0			zinc finger protein 785	-	0	0		AnimalTFDB	0	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF786	136051	0	330301	Q8N393		B2RSK4,Q8BV42	zinc finger protein 786	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF787	126208	365176	67109	Q6DD87	D3ZDN6	Q8BIF9	zinc finger protein 787	TIP20	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF788	388507	0	0				zinc finger family member 788	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF789	285989	0	0	A6NH61,Q5FWF6			zinc finger protein 789	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF79	7633	0	0	Q15937			zinc finger protein 79	PT7	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF790	388536	0	0	Q6PG37,B4DMI3			zinc finger protein 790	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF791	163049	0	0	Q3KP31			zinc finger protein 791	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF792	126375	0	0	Q3KQV3			zinc finger protein 792	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF793	390927	0	0	Q6ZN11,E9PGN4			zinc finger protein 793	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF799	90576	0	0	Q96GE5			zinc finger protein 799	HIT-40|ZNF842	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF800	168850	0	627049	Q4G0T8,Q49A13,Q2TB10		B7ZMR9,Q0VEE6	zinc finger protein 800	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF805	390980	0	0	Q5CZA5			zinc finger protein 805	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF808	388558	0	0	Q8N4W9			zinc finger protein 808	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF81	347344	0	224694	P51508		B8JJZ7,Q3UX68	zinc finger protein 81	HFZ20|MRX45|DJ54B20.6	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF812	729648	0	0	P0C7V5			zinc finger protein 812	-	0	0		AnimalTFDB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF813	126017	0	0	Q6ZN06			zinc finger protein 813	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF814	730051	0	0	B7Z6K7			zinc finger protein 814	-	0	0		AnimalTFDB	0	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF816	125893	0	0	Q0VGE8			zinc finger protein 816	ZNF816A	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF823	55552	0	0	P16415			zinc finger protein 823	HSZFP36	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF827	152485	0	622675	Q17R98		Q505G8	zinc finger protein 827	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF829	374899	0	0	Q3KNS6			zinc finger protein 829	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF83	55769	0	66983	B3KQJ6,Q96K00,P51522		Q8R1N0	zinc finger protein 83	HPF1|ZNF816B	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF831	128611	0	0	Q5JPB2			zinc finger protein 831	C20ORF174|DJ492J12.1	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF835	90485	0	0	Q9Y2P0			zinc finger protein 835	BC37295_3	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF836	162962	0	0	Q6ZNA1			zinc finger protein 836	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF837	116412	0	0	Q96EG3			zinc finger protein 837	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF839	55778	500723	72805	A8K0R7		Q9CSB3,B2RWW3,E9PUU5	zinc finger protein 839	C14ORF131	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF841	284371	0	0	Q6ZN19			zinc finger protein 841	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF844	284391	0	0	Q08AG5			zinc finger protein 844	-	0	0		AnimalTFDB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF845	91664	0	0	Q96IR2			zinc finger protein 845	-	0	0		AnimalTFDB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF846	162993	0	244721	Q147U1		Q8BIQ2,G3X996	zinc finger protein 846	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF852	285346	0	0	B6EU87			zinc finger protein 852	-	0	0		AnimalTFDB	0	ORFeome	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF853	54753	288485	0	P0CG23			zinc finger protein 853	-	0	0		AnimalTFDB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF860	344787	0	0	A6NHJ4			zinc finger protein 860	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF865	100507290	308337	319748	P0CJ78	D4A0V8	Q3U3I9	ZINC FINGER PROTEIN 865	6430526N21RIK|ZNF865	0	0		AnimalTFDB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF878	729747	0	0	C9JN71			zinc finger protein 878	-	0	0		AnimalTFDB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF879	345462	0	214779	B4DU55		Q8BI99	zinc finger protein 879	DKFZP686E2433	0	0		AnimalTFDB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF880	400713	0	0	Q6PDB4			zinc finger protein 880	-	0	0		AnimalTFDB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF891	440122	0	0				zinc finger protein 891	-	0	0		AnimalTFDB	0	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF90	7643	498945	22751	Q03938	Q4V8A8	Q61967	zinc finger protein 90	HTF9	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF99	7652	0	0				zinc finger protein 99	C19ORF9|F8281	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN1	284312	0	0	Q8NBB4			zinc finger and SCAN domain containing 1	MZF-1|ZNF915	0	0		AnimalTFDB	Vaquerizas et al	0	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN16	80345	0	0	Q9H4T2			zinc finger and SCAN domain containing 16	ZNF392|ZNF435|DJ265C24.3	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN18	65982	499083	232875	E9PBI0,Q8TBC5		E9PUD6	zinc finger and SCAN domain containing 18	ZNF447	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN2	54993	0	22691	Q7Z7L9		Q07230	zinc finger and SCAN domain containing 2	ZFP29|ZNF854	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN20	7579	500549	269585	P17040		B2KFW1	zinc finger and SCAN domain containing 20	KOX29|ZFP-31|ZNF31|ZNF360	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN22	342945	100360280	232878	P10073		Q8BGS5	zinc finger and SCAN domain containing 22	HKR2|ZNF50	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN23	222696	0	0	Q3MJ62			zinc finger and SCAN domain containing 23	ZNF390|ZNF453|DJ29K1.3|DJ29K1.3.1	0	0		AnimalTFDB	Vaquerizas et al	0	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN25	221785	363872	666311	Q6NSZ9	D4A6L5	B2RX31	zinc finger and SCAN domain containing 25	ZSCAN25	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN29	146050	0	99334	Q8IWY8,Q96AG1,Q05BJ4		E9Q5B4	zinc finger and SCAN domain containing 29	ZNF690|ZFP690	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN30	100101467	364827	328918	Q86W11			zinc finger and SCAN domain containing 30	ZNF397OS|ZNF917	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN32	54925	0	0	Q9NX65			zinc finger and SCAN domain containing 32	ZNF434	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN4-PS2	0	0	665913				zinc finger and SCAN domain containing 4, pseudogene 2		0	0		AnimalTFDB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN4C	0	0	245109			Q80VJ6	zinc finger and SCAN domain containing 4C	GM397|XM_142517|ZSCAN4D	0	0		AnimalTFDB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN4F	0	503124	665902			Q3URS2	zinc finger and SCAN domain containing 4F	C330039H09RIK	0	0		AnimalTFDB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN5A	79149	0	0	Q9BUG6			zinc finger and SCAN domain containing 5A	ZNF495|ZSCAN5	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN5B	342933	292566	170734	A6NJL1		Q9ES79,B2RTN3	zinc finger and SCAN domain containing 5B	ZNF371|ZNF495B	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN5C	649137	0	0				zinc finger and SCAN domain containing 5C	ZNF495C	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZXDA	7789	0	668171	P98168			zinc finger, X-linked, duplicated A	ZNF896	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZXDB	158586	314119	668166	P98169		A2CE44	zinc finger, X-linked, duplicated B	ZNF905|DJ83L6.1	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZXDC	79364	362399	80292	Q2QGD7		Q8C8V1	ZXD family zinc finger C	ZXDL	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZZZ3	26009	310958	108946	Q8IYH5		Q6KAQ7	zinc finger, ZZ-type containing 3	ATAC1	0	0		AnimalTFDB	Vaquerizas et al	0	Ravasi et al	TFCat	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
DPF3	8110	299186	70127	Q92784		P58269,B5TZD5	D4, zinc and double PHD fingers, family 3	CERD4	yes	14769913	Author statement	0	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	0	0	14769913	0	0	0	0	0	0	0	0	0	0	0
SCML4	256380	309859	268297	Q8N228	D3ZRV1	Q80VG1	sex comb on midleg-like 4 (Drosophila)	DJ47M23.1	yes	16355110	Author statement	0	Vaquerizas et al	ORFeome	0	0	0	0	0	0	16355110	10090	0	0	0	0	0	0	0	0	0	0
ZNF705F	790969	0	0				zinc finger protein 705F	-	yes	20081217	Author statement	0	Vaquerizas et al	0	0	0	0	0	DBD	0	20081217	9606	0	0	0	0	0	0	0	0	0	0
ZNF720	124411	0	0	Q7Z2F6			zinc finger protein 720	-	yes	20081217	Author statement	0	Vaquerizas et al	0	0	0	0	0	DBD	0	20081217	9606	0	0	0	0	0	0	0	0	0	0
ZNF734P	644017	0	0				ZINC FINGER PROTEIN 734		yes	20081217	Author statement	0	Vaquerizas et al	0	0	0	0	0	0	0	20081217	9606	0	0	0	0	0	0	0	0	0	0
